id,Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL,description
300,Bosu Ball Walkover Pushup,"chest, triceps, abdominals",bosu-ball,Intermediate,Cardio,"1
Place both hands on Bosu, wider than shoulder-width.
2
Perform a pushup, then walk hands to the other side.
3
Perform another pushup, repeat back and forth.



How To Do A Walkover Pushup, How to do Walkover Pushup, Pec Exercise, Pecs, Bosu, Chest Exercise",https://musclewiki.com/bosu-ball/male/abdominals/bosu-ball-walkover-pushup/,https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-walkover-pushup-side.mp4#t=0.1,"The 'Bosu Ball Walkover Pushup' is a 'Intermediate' level 'Cardio' exercise that targets the 'chest, triceps, abdominals' and requires 'bosu-ball'. Instructions and tips: 1.Place both hands on Bosu, wider than shoulder-width..2.Perform a pushup, then walk hands to the other side..3.Perform another pushup, repeat back and forth..How To Do A Walkover Pushup, How to do Walkover Pushup, Pec Exercise, Pecs, Bosu, Chest Exercise"
301,Bosu Ball Wood Chopper,obliques,bosu-ball,Beginner,Muscle Building,"1
Hold medicine ball with both hands and arms extended.
2
Swing ball diagonally across body, engaging core.



Obliques, How to do Wood Chopper, Obliques Exercise, Ab Exercise, How To Do A Wood Chopper",https://musclewiki.com/bosu-ball/male/obliques/wood-chopper/,https://media.musclewiki.com/media/uploads/videos/branded/male-Medicine-Ball-wood-chopper-side.mp4#t=0.1,"The 'Bosu Ball Wood Chopper' is a 'Beginner' level 'Muscle Building' exercise that targets the 'obliques' and requires 'bosu-ball'. Instructions and tips: 1.Hold medicine ball with both hands and arms extended..2.Swing ball diagonally across body, engaging core..Obliques, How to do Wood Chopper, Obliques Exercise, Ab Exercise, How To Do A Wood Chopper"
302,Bosu Serratus Activation Active Plank,"chest, shoulders, abdominals",bodyweight,Beginner,Muscle Building,"1
Support your weight on your forearms and toes (plank).
2
Allow your upper back to sink in between the shoulder blades.
3
Push your elbows into the ground and slightly forward, and move the shoulder blades away from the spine.



Pec Exercise, Pecs, Abs, Abdominals Exercise, Chest Exercise, Abdominal Exercise, Abs Exercise",https://musclewiki.com/recovery/male/shoulders/bosu-serratus-activation-active-plank/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-seratus-activation-4-plank-active-bosu-side.mp4#t=0.1,"The 'Bosu Serratus Activation Active Plank' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest, shoulders, abdominals' and requires 'bodyweight'. Instructions and tips: 1.Support your weight on your forearms and toes (plank)..2.Allow your upper back to sink in between the shoulder blades..3.Push your elbows into the ground and slightly forward, and move the shoulder blades away from the spine..Pec Exercise, Pecs, Abs, Abdominals Exercise, Chest Exercise, Abdominal Exercise, Abs Exercise"
303,Bosu Serratus Activation Plank,"chest, shoulders",bodyweight,Beginner,Muscle Building,"1
Support your weight with your forearms on the bosu and toes on the floor (plank).
2
Allow your upper back to sink in between the shoulder blades.
3
Push your elbows into the ground and slightly forward, and move the shoulder blades away from the spine.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/recovery/male/shoulders/bosu-serratus-activation-plank/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-seratus-activation-2-plank-isometric-bosu-side.mp4#t=0.1,"The 'Bosu Serratus Activation Plank' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest, shoulders' and requires 'bodyweight'. Instructions and tips: 1.Support your weight with your forearms on the bosu and toes on the floor (plank)..2.Allow your upper back to sink in between the shoulder blades..3.Push your elbows into the ground and slightly forward, and move the shoulder blades away from the spine..Pec Exercise, Chest Exercise, Pecs"
304,Bow Pose,chest,None,Intermediate,Stretching,"1
Lie on your stomach with your arms at your sides.
2
Bend your knees and bring your heels towards your buttocks.
3
Reach back with your hands and grab your ankles.
4
Inhale and lift your chest off the ground, pulling your legs up and back with your hands.
5
Keep your gaze forward and hold the pose for a few breaths before releasing back to the ground.



Pecs, Yoga Exercises, intermediate Yoga exercise, Yoga Fitness, Yoga Pose, Pec Exercise, Dhanurasana, Chest Exercise, Yoga, How To Do A Bow Pose, Bow Pose, How to do Bow Pose",https://musclewiki.com/yoga/male/chest/bow-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-bow-pose-front.mp4#t=0.1,"The 'Bow Pose' is a 'Intermediate' level 'Stretching' exercise that targets the 'chest' and requires 'None'. Instructions and tips: 1.Lie on your stomach with your arms at your sides..2.Bend your knees and bring your heels towards your buttocks..3.Reach back with your hands and grab your ankles..4.Inhale and lift your chest off the ground, pulling your legs up and back with your hands..5.Keep your gaze forward and hold the pose for a few breaths before releasing back to the ground..Pecs, Yoga Exercises, intermediate Yoga exercise, Yoga Fitness, Yoga Pose, Pec Exercise, Dhanurasana, Chest Exercise, Yoga, How To Do A Bow Pose, Bow Pose, How to do Bow Pose"
305,Box Dips,"chest, triceps",bodyweight,Intermediate,Muscle Building,"1
Hold your body with arms locked above the equipment
2
Lower your body slowly while leaning forward, flare out your elbows
3
Raise your body above the bars until your arms are locked.



How To Do A Dips, Pecs, intermediate Bodyweight exercise, Bodyweight Exercise, Pec Exercise, Chest Exercise, At Home Exercise, Bodyweight Fitness, How to do Dips",https://musclewiki.com/bodyweight/male/triceps/box-dips/,https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-dips-front.mp4#t=0.1,"The 'Box Dips' is a 'Intermediate' level 'Muscle Building' exercise that targets the 'chest, triceps' and requires 'bodyweight'. Instructions and tips: 1.Hold your body with arms locked above the equipment.2.Lower your body slowly while leaning forward, flare out your elbows.3.Raise your body above the bars until your arms are locked..How To Do A Dips, Pecs, intermediate Bodyweight exercise, Bodyweight Exercise, Pec Exercise, Chest Exercise, At Home Exercise, Bodyweight Fitness, How to do Dips"
306,Box Jump,"quads, glutes, gluteus-maximus, outer-quadricep",bodyweight,Beginner,Cardio,"1
Stand in front of a box.
2
*Start with a low box if this is your first time*
3
Sink into a quarter of half squat and then pop your hips forward.
4
Try to land in the middle of the box as softly as possible to minimise impact on your joints.



Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Quads Exercise, At Home Exercise, Bodyweight Exercise, How to do Box Jump, How To Do A Box Jump",https://musclewiki.com/bodyweight/male/glutes/box-jump/,https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-box-jump-side.mp4#t=0.1,"The 'Box Jump' is a 'Beginner' level 'Cardio' exercise that targets the 'quads, glutes, gluteus-maximus, outer-quadricep' and requires 'bodyweight'. Instructions and tips: 1.Stand in front of a box..2.*Start with a low box if this is your first time*.3.Sink into a quarter of half squat and then pop your hips forward..4.Try to land in the middle of the box as softly as possible to minimise impact on your joints..Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Quads Exercise, At Home Exercise, Bodyweight Exercise, How to do Box Jump, How To Do A Box Jump"
307,Box Supported Single Leg Deadlift,"hamstrings, glutes",None,Advanced,Muscle Building,"1
Place a box behind you and one foot on it. Keep your chest up and the back straight
2
Tilt at the hips to perform a deadlift. Use the box for balance and support
3
Make sure you straighten your back leg when performing the deadlift.
4
As you get comfortable with the movement, try to lift the leg off the box when you reach the end range of the deadlift.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/lowerback/single-leg-deadlift-1-box-support/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-single-leg-deadlift-1-box-support-front.mp4#t=0.1,"The 'Box Supported Single Leg Deadlift' is a 'Advanced' level 'Muscle Building' exercise that targets the 'hamstrings, glutes' and requires 'None'. Instructions and tips: 1.Place a box behind you and one foot on it. Keep your chest up and the back straight.2.Tilt at the hips to perform a deadlift. Use the box for balance and support.3.Make sure you straighten your back leg when performing the deadlift..4.As you get comfortable with the movement, try to lift the leg off the box when you reach the end range of the deadlift..Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, Hamstring Exercise"
308,Bulgarian Split Squat,"quads, glutes",bodyweight,Beginner,Muscle Building,"1
Stand with your back to a bench (or raised surface) and place one of your feet on the bench.
2
Squat down until your front leg is about parallel to the floor.
3
Go back to the starting position. After completing the desired amount of reps, switch legs and repeat.



How To Do A Bulgarian Split Squat, How to do Bulgarian Split Squat, Butt Exercise, Bodyweight Fitness, Glutes Exercise, beginner Bodyweight exercise, Leg Exercise, Glute Exercise, Quad Exercise, At Home Exercise, Bodyweight Exercise, Quads Exercise",https://musclewiki.com/bodyweight/male/glutes/bulgarian-split-squat/,https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bulgarian-split-squat-front.mp4#t=0.1,"The 'Bulgarian Split Squat' is a 'Beginner' level 'Muscle Building' exercise that targets the 'quads, glutes' and requires 'bodyweight'. Instructions and tips: 1.Stand with your back to a bench (or raised surface) and place one of your feet on the bench..2.Squat down until your front leg is about parallel to the floor..3.Go back to the starting position. After completing the desired amount of reps, switch legs and repeat..How To Do A Bulgarian Split Squat, How to do Bulgarian Split Squat, Butt Exercise, Bodyweight Fitness, Glutes Exercise, beginner Bodyweight exercise, Leg Exercise, Glute Exercise, Quad Exercise, At Home Exercise, Bodyweight Exercise, Quads Exercise"
309,Burpee,"chest, quads, glutes, abdominals",bodyweight,Intermediate,Muscle Building,"1
Start standing with your feet hip-width apart. Lower your body into a squat position, placing your hands on the ground in front of you.
2
Quickly jump your feet back into a plank position, keeping your body in a straight line from your head to your toes.
3
Perform a push-up, keeping your core tight and your elbows close to your body.
4
Jump your feet back towards your hands, and then jump up into the air, reaching your arms overhead.
5
Land softly and immediately lower your body back into the squat position to repeat the movement.



Burpee, Bodyweight Fitness, Bodyweight, Pec Exercise, How To Do A Burpee, At Home Exercise, Abdominals Exercise, Abs, Chest Exercise, At home, intermediate Bodyweight exercise, Bodyweight Exercise, How to do Burpee, Abdominal Exercise, Pecs, Abs Exercise",https://musclewiki.com/bodyweight/male/abdominals/burpee/,https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-burpee-front.mp4#t=0.1,"The 'Burpee' is a 'Intermediate' level 'Muscle Building' exercise that targets the 'chest, quads, glutes, abdominals' and requires 'bodyweight'. Instructions and tips: 1.Start standing with your feet hip-width apart. Lower your body into a squat position, placing your hands on the ground in front of you..2.Quickly jump your feet back into a plank position, keeping your body in a straight line from your head to your toes..3.Perform a push-up, keeping your core tight and your elbows close to your body..4.Jump your feet back towards your hands, and then jump up into the air, reaching your arms overhead..5.Land softly and immediately lower your body back into the squat position to repeat the movement..Burpee, Bodyweight Fitness, Bodyweight, Pec Exercise, How To Do A Burpee, At Home Exercise, Abdominals Exercise, Abs, Chest Exercise, At home, intermediate Bodyweight exercise, Bodyweight Exercise, How to do Burpee, Abdominal Exercise, Pecs, Abs Exercise"
310,Butt Kick,hamstrings,None,Beginner,Muscle Building,"1
Stand tall, jog in place, bringing heels toward your glutes.
2
Keep your core tight and swing arms naturally.
3
Alternate legs quickly, maintaining a steady rhythm.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/cardio/male/hamstrings/butt-kick/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-butt-kick-side.mp4#t=0.1,"The 'Butt Kick' is a 'Beginner' level 'Muscle Building' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Stand tall, jog in place, bringing heels toward your glutes..2.Keep your core tight and swing arms naturally..3.Alternate legs quickly, maintaining a steady rhythm..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
311,Cable 30 Degree Shrug,traps,cables,Beginner,Muscle Building,"1
Use a handle attachment on both sides of crossover. With cable attachment set all the way to the bottom.
2
Grab both handles and make sure you are centered in the machine. Let your arms hang freely.
3
Pull your shoulder blades up and in towards your ears. Let your shoulder blades depress back to the starting position.



How To Do A Cable 30 Degree Shrug, How to do Cable 30 Degree Shrug, Trapezius Exercise, beginner Cables exercise, Traps Exercise",https://musclewiki.com/cables/male/traps/cable-30-degree-shrug/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-30-degree-shrug-front.mp4#t=0.1,"The 'Cable 30 Degree Shrug' is a 'Beginner' level 'Muscle Building' exercise that targets the 'traps' and requires 'cables'. Instructions and tips: 1.Use a handle attachment on both sides of crossover. With cable attachment set all the way to the bottom..2.Grab both handles and make sure you are centered in the machine. Let your arms hang freely..3.Pull your shoulder blades up and in towards your ears. Let your shoulder blades depress back to the starting position..How To Do A Cable 30 Degree Shrug, How to do Cable 30 Degree Shrug, Trapezius Exercise, beginner Cables exercise, Traps Exercise"
312,Cable Archer Row,"biceps, posterior-deltoid",cables,Intermediate,Muscle Building,"1
Place the cable at shoulder height.
2
On the same side as the working arm, step back and rotate outwards.
3
Pull your elbow back while flaring your elbow out.



Lats Exercise",https://musclewiki.com/cables/male/biceps/cable-archer-row/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-archer-row-front.mp4#t=0.1,"The 'Cable Archer Row' is a 'Intermediate' level 'Muscle Building' exercise that targets the 'biceps, posterior-deltoid' and requires 'cables'. Instructions and tips: 1.Place the cable at shoulder height..2.On the same side as the working arm, step back and rotate outwards..3.Pull your elbow back while flaring your elbow out..Lats Exercise"
313,Cable Bar Calve Raise,calves,cables,Beginner,Muscle Building,"1
Use a straight bar or ez bar attachment with the cable set all the way to the bottom.
2
Walk a few steps back.
3
Pull your heels straight up until you feel a contraction in your calves and then back to original position.



Calves Exercise, Leg Exercise, Calves",https://musclewiki.com/cables/male/calves/cable-bar-calve-raise/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-calf-raise-side.mp4#t=0.1,"The 'Cable Bar Calve Raise' is a 'Beginner' level 'Muscle Building' exercise that targets the 'calves' and requires 'cables'. Instructions and tips: 1.Use a straight bar or ez bar attachment with the cable set all the way to the bottom..2.Walk a few steps back..3.Pull your heels straight up until you feel a contraction in your calves and then back to original position..Calves Exercise, Leg Exercise, Calves"
