Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL
Downward Dog Toe To Heel,calves,unknown,Beginner,Stretching,"1
Begin in a downward-facing dog position with your hands shoulder-width apart and your feet hip-width apart.
2
Lift your right foot off the mat and place your right toes on top of your left heel.
3
Press your palms and fingers firmly into the mat and lift your hips up towards the ceiling, deepening the stretch in your hamstrings and calves.
4
Hold the pose for a few breaths, and then release by slowly walking your hands back out to a downward-facing dog position.



Downward Facing Dog, beginner Yoga exercise, How To Do A Downward Dog Toe To Heel, Adho Mukha Svanasana Variation, Yoga, Leg Exercise, Downward Dog Variation, Yoga Pose, Yoga Exercises, Calves Exercise, Calves, How to do Downward Dog Toe To Heel, Downward Dog Toe To Heel, Yoga Fitness",https://musclewiki.com/yoga/male/calves/downward-dog-toe-to-heel/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-toe-to-heel-front.mp4#t=0.1
Downward Dog With Fingers Facing Feet,biceps,unknown,Beginner,Stretching,"1
Begin in the same starting position as the previous exercise, with your hands and knees on the ground.
2
Spread your fingers wide and turn your hands so that your fingers are facing towards your feet.
3
Tuck your toes under and lift your knees off the ground, straightening your legs as much as possible.
4
Press your hips up and back, bringing your body into an inverted ""V"" shape.
5
Keep your arms straight and your shoulder blades spread apart, and try to press your heels down towards the ground.
6
Hold the pose for several breaths, then release and return to your starting position.



Biceps Exercise, Downward Facing Dog, How to do Downward Dog With Fingers Facing Feet, beginner Yoga exercise, Adho Mukha Svanasana Variation, Yoga, Downward Dog Fingers Facing Feet, Downward Dog Variation, Yoga Pose, Yoga Exercises, Arm Exercise, Bicep Exercise, How To Do A Downward Dog With Fingers Facing Feet, Yoga Fitness",https://musclewiki.com/yoga/male/biceps/downward-dog-with-fingers-facing-feet/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-with-fingers-facing-feet-front.mp4#t=0.1
Dumbbell Pullover Eccentrics,shoulders,dumbbells,Novice,Muscle Building,"1
Lie on a bench holding a dumbbell over your shoulder, straight arm.
2
Slowly lower your arm towards the ground (overhead position).
3
Pause in the stretched position.
4
Bend your elbow to return to the starting position.



Lats Exercise",https://musclewiki.com/recovery/male/shoulders/dumbbell-pullover-eccentrics/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-flexion-eccentrics-mobility-supine-bench-dumbbell-front.mp4#t=0.1
Dumbbell Service Exercise,"biceps, shoulders",dumbbells,Beginner,Muscle Building,"1
Stand up straight and hold a dumbbell in one arm. Perform a bicep curl across your body
2
Bring the dumbbell to your shoulder and rotate palm and elbow out.
3
Point the elbow towards the ceiling while the dumbbell remains just over the shoulder.
4
Extend your elbow to raise the dumbbell over your head. Start lowering your arm to your side as you turn the palm to face down



Biceps Exercise, Bicep Exercise, Arm Exercise",https://musclewiki.com/recovery/male/shoulders/dumbbell-service-exercise/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-service-exercise-standing-dumbbell-front.mp4#t=0.1
Eagle Arms Chin Into Chest,traps,unknown,Beginner,Stretching,"1
Sit cross-legged on the floor and bring your arms out to the sides at shoulder height.
2
Cross your right arm over your left, bending both elbows so that your forearms are parallel to the floor.
3
Lift your elbows towards the ceiling and bring your hands together, then drop your chin towards your chest.
4
Hold for a few breaths, then release your arms and repeat on the other side.



How to do Eagle Arms Chin Into Chest, Eagle Arms Pose Variation, beginner Yoga exercise, Yoga Exercises, Eagle Arms, Yoga Pose, Yoga Fitness, Trapezius Exercise, How To Do A Eagle Arms Chin Into Chest, Traps Exercise, Yoga",https://musclewiki.com/yoga/male/traps/eagle-arms-chin-into-chest/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-eagle-arm-chin-down-side.mp4#t=0.1
Easy Pose Neck Stretch,traps,unknown,Beginner,Stretching,"1
Begin by sitting cross-legged on the floor.
2
Slowly drop your chin towards your chest, feeling a stretch in the back of your neck.
3
Inhale and lift your head up, then exhale and drop your right ear towards your right shoulder.
4
Hold for a few breaths, then switch sides and repeat the stretch.



beginner Yoga exercise, Trapezius Exercise, Yoga, Easy Pose, How To Do A Easy Pose Neck Stretch, Neck Stretch, Traps Exercise, Yoga Pose, Yoga Exercises, How to do Easy Pose Neck Stretch, Yoga Fitness",https://musclewiki.com/yoga/male/traps/easy-pose-neck-stretch/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-easy-pose-neck-stretch-side.mp4#t=0.1
Elbow Extensor Isometric Seated Overhead Dumbbell,triceps,dumbbells,Beginner,Muscle Building,"1
Sit on a box or bench without any back support.
2
Raise the weight over your head and extend your elbow.
3
From there, bend the elbow 1/4 of the way.
4
Hold isometrically for the prescribed amount of time.



Triceps Exercise, Arm Exercise, Tricep Exercise",https://musclewiki.com/recovery/male/triceps/elbow-extensor-isometric-seated-overhead-dumbbell/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-elbow-extensor-isometric-seated-overhead-dumbbell-front.mp4#t=0.1
Elbow Extensor Mobilisation Kneeling Lacrosse Ball,triceps,unknown,Beginner,Muscle Building,"1
Kneel in front of a bench and place a massage ball on it.
2
Place your tricep (back of the arm) on the ball with the elbow bent. Try to find a tight, painful spot.
3
Once you have found it, apply gentle pressure on the ball.
4
Once you get comfortable with the pain extend and bend your arm.



Triceps Exercise, Arm Exercise, Tricep Exercise",https://musclewiki.com/recovery/male/triceps/elbow-extensor-mobilisation-kneeling-lacrosse-ball/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-elbow-extensor-mobilisation-kneeling-lacrosse-ball-front.mp4#t=0.1
Elliptical,"quads, glutes",unknown,Novice,Muscle Building,"1
Step onto the pedals, grip the handles, and start moving your feet in a natural stride.
2
Adjust resistance and incline for desired intensity while maintaining a steady, controlled motion.
3
Keep your posture upright, engage your core, and maintain a consistent pace for an effective workout.



",https://musclewiki.com/cardio/male/glutes/elliptical/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-elliptical-side.mp4#t=0.1
Femoral Nerve Mobilisation,quads,unknown,Novice,Muscle Building,"1
While standing, bend your knee and grab your foot.
2
Bring your knee forward while tucking your chin (head forward).
3
Pull the leg back while tilting your head backwards (look up).



Quads Exercise, Leg Exercise, Quad Exercise",https://musclewiki.com/recovery/male/quads/femoral-nerve-mobilisation/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-femoral-nerve-mobilisation-standing-unilateral-front.mp4#t=0.1
Floor Incline Leg Raise,rectus-femoris,bodyweight,Novice,Muscle Building,"1
Sit on the floor and lean back into your palms or on your elbows.
2
Raise a straight leg a few centimeters off the ground and hold the position for the specified duration.



Rectus Femoris Exercise, Quad Exercise, Leg Exercise, Quads Exercise",https://musclewiki.com/recovery/male/rectus-femoris/leg-raise-straight-incline-seated/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-leg-raise-straight-incline-seated-side.mp4#t=0.1
Foam Roller Quad Mobilisation,quads,unknown,Beginner,Muscle Building,"1
Lie on your front placing a foam roller under your thigh.
2
Roll up and down till you find a tight/sore spot.
3
Hold this position and start bending and extending your knee to mobilise the quad.



Quads Exercise, Leg Exercise, Quad Exercise",https://musclewiki.com/recovery/male/quads/quad-mobilisation-floor-foam-roller/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-quad-mobilisation-floor-foam-roller-front.mp4#t=0.1
Forearms Stretch Variation Four,forearms,unknown,Novice,Stretching,"1
Raise your arm to shoulder height at 90 degrees to your body.
2
Press lightly on your hand and push towards you.
3
Rotate the arm across your body.
4
Switch sides and repeat.



beginner Stretches exercise, Fitness Stretch, How To Do A Forearms Stretch Variation Four, Forearms Exercise, Forearm Exercise, How to do Forearms Stretch Variation Four",https://musclewiki.com/stretches/male/forearms/forearms-stretch-variation-four/,https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-4-front.mp4#t=0.1
Forearms Stretch Variation One,forearms,unknown,Novice,Stretching,"1
Place your palm flush against the wall.
2
Take one step forward and straighten your arm slowly to extend your bicep.
3
Hold at the peak of the stretch.
4
Return to starting position.



How to do Forearms Stretch Variation One, Fitness Stretch, How To Do A Forearms Stretch Variation One, Forearms Exercise, beginner Stretches exercise, Forearm Exercise",https://musclewiki.com/stretches/male/forearms/forearms-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-1-front.mp4#t=0.1
Forearms Stretch Variation Three,forearms,unknown,Novice,Stretching,"1
Place your hands together.
2
Rotate your arms and hands 180 degrees.
3
Hold at the peak of the stretch.
4
Return to starting position.



Fitness Stretch, Forearms Exercise, beginner Stretches exercise, How to do Forearms Stretch Variation Three, Forearm Exercise, How To Do A Forearms Stretch Variation Three",https://musclewiki.com/stretches/male/forearms/forearms-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-3-front.mp4#t=0.1
Forearms Stretch Variation Two,forearms,unknown,Novice,Stretching,"1
Place your hand against a wall, palms facing upward, with finger tips touching.
2
Slowly lean into your palm.
3
Hold at the peak of the stretch.
4
Return to starting position.



How to do Forearms Stretch Variation Two, Fitness Stretch, How To Do A Forearms Stretch Variation Two, Forearms Exercise, beginner Stretches exercise, Forearm Exercise",https://musclewiki.com/stretches/male/forearms/forearms-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-2-front.mp4#t=0.1
Gastrocnemius Stretch Bilateral On Box,"calves, gastrocnemius",unknown,Beginner,Stretching,"1
Stand on the edge of a box, knees extended.
2
Let your weight push your heels towards the ground.
3
You should feel your calves being stretched.



Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise",https://musclewiki.com/recovery/male/calves/gastrocnemius-stretch-bilateral-on-box/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-gastrocnemius-stretch-bilateral-on-box-side.mp4#t=0.1
Gastrocnemius Stretch Push Up Position,"calves, gastrocnemius",unknown,Beginner,Stretching,"1
Get yourself in the pushup position.
2
Straighten your knees and try to push one heel down towards the ground.
3
Cross your other leg over the top to apply extra pressure to the stretch.



Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise",https://musclewiki.com/recovery/male/calves/gastrocnemius-stretch-push-up-position/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-gastrocnemius-stretch-push-up-position-front.mp4#t=0.1
Gastrocnemius Stretch Unilateral On Box,"calves, gastrocnemius",unknown,Beginner,Stretching,"1
Stand on the edge of a box, knees extended.
2
Bend one leg while allowing the weight to push the heel of your straight leg towards the ground.
3
You should feel your calves being stretched.



Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise",https://musclewiki.com/recovery/male/calves/gastrocnemius-stretch-unilateral-on-box/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-gastrocnemius-stretch-unilateral-on-box-side.mp4#t=0.1
Gastrocnemius Stretch Unilateral On Wall,"calves, gastrocnemius",unknown,Beginner,Stretching,"1
Stand by a wall but not too close.
2
Place the palms on the wall and extend one leg behind you, while slightly bending the front leg.
3
Push the wall in order to drive the heel of the extended leg into the ground till you feel a stretch in your calf.



Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise",https://musclewiki.com/recovery/male/calves/gastrocnemius-stretch-unilateral-on-wall/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-gastrocnemius-stretch-unilateral-on-wall-side.mp4#t=0.1
Gate Pose Variation Arm Extended on Side,obliques,unknown,Intermediate,Stretching,"1
Start on your knees and extend your right leg out to the side.
2
Raise your right arm above your head and reach towards the left side of the room.
3
Gently bend your body to the left side and rest your left hand on your left thigh.
4
Look up towards your right hand and hold the pose for a few breaths before switching sides.



Obliques, Gate Pose Arm Extended Looking Up, How To Do A Gate Pose Variation Arm Extended on Side, Yoga, Parighasana, Gate Pose, Ab Exercise, Yoga Pose, intermediate Yoga exercise, Yoga Exercises, Obliques Exercise, Parighasana Variations, How to do Gate Pose Variation Arm Extended on Side, Yoga Fitness",https://musclewiki.com/yoga/male/obliques/gate-pose-variation-arm-extended-on-side/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-gate-pose-arm-extended-on-side-of-head-looking-up-front.mp4#t=0.1
Glute Hip Rotator Stretch 1 Seated,glutes,unknown,Beginner,Stretching,"1
Sit on a bench.
2
Cross the ankle of one leg over the knee of the other.
3
Press the knee of the crossed leg outwards.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-1-seated/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-hip-rotator-stretch-1-seated-side.mp4#t=0.1
